class,ag_005,ah_000,an_000,ao_000,ap_000,aq_000,az_005,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,bb_000,bg_000,bh_000,bi_000,bj_000,bu_000,bv_000,bx_000,by_000,cc_000,ci_000,ck_000,cn_004,cq_000,cs_000,cs_005,dn_000,ee_002
1.0,8.393353177348214,5.92582853673915,5.719519095044127,4.91730410338629,7.772813719843558,7.777856293894343,6.218815391633763,7.900354692933476,9.432082061127907,5.987958278103651,3.518053980760576,2.378769015535417,1.4620974178727246,6.327565572295823,5.940721978150118,7.963782204235918,3.8483789146044574,9.541492452025713,6.357310031890903,6.357309459394087,6.50679262687609,2.950533183016627,6.672548826720461,4.529792464864001,2.1856980360786777,5.9932384570210475,6.357310025507323,3.3155649751636513,4.765096381420481,6.047289902979558,7.491378126624733
1.0,-0.1168709237709054,-0.2569289729474484,-0.17375332575733096,-0.22980875458966618,0.09586522088545454,-0.11323897206251014,0.22617262644682853,0.2827522792085333,-0.13353304141366812,-0.06922394445506533,0.015022357884892425,0.1260372684425929,0.426588224634674,-0.11966550612957583,-0.2549266407176147,-0.09681538207105637,0.32389216136134386,-0.07650492512734498,-0.11617802011846837,-0.11617810627125878,0.24154473843550206,0.7234834876647522,0.2633277453044955,-0.7858257092254036,-0.6877812830346305,0.4316529202009106,-0.11617802134967173,0.08536018697190931,0.5984652048180662,-0.021487107874412652,0.38993716402388195
1.0,0.4178640496785193,1.0558448916022418,1.5764375496005925,1.5802345792275008,0.787179828695608,0.6574574433827433,1.9329639374487366,1.420722594744953,1.1448054081537593,0.9839226495972241,1.3054489642154326,1.5856019952295275,1.8312240819186425,1.3073406668555163,1.060584370031249,1.038329950308175,0.9244196351748064,0.5802728167985405,1.3166395910372892,1.316639580046695,1.3899377307428835,1.7208858545226304,1.441424934476732,1.4900272039969478,0.5969412017116231,1.786314924545726,1.316639771473454,1.1898927267973678,1.74288397570045,0.7441539243415072,1.3718918906645758
1.0,-0.6287368046220702,-0.740107995209594,-0.7326898728351983,-0.7378619016202425,-0.6031571133921214,-0.575932914756855,-0.5901511883519132,-0.5534238186919258,-0.5535206090056017,-0.6025771004274423,-0.6019396145947947,-0.5948790602070093,-0.5579249329075009,-0.7167239375494671,-0.7391130959124376,-0.6902548217375795,-0.6020865700469827,-0.5315770010797012,-0.7156680298812456,-0.7156680709951971,-0.6385801783647662,-0.629348423463602,-0.635385979630653,-0.7580332379572927,-0.6478526716943842,-0.6274387999550817,-0.7156680306353029,-0.5548910304856205,-0.6411669441650085,-0.6556790653282932,-0.5704170309775652
1.0,0.6679762152685605,1.8936349232696483,2.5402494364149786,2.3519990480035533,1.85745178373583,1.9657332274549095,3.3682022504294142,2.5189161003183225,1.797727035295413,2.3908781572594475,2.4667658046143783,2.386375608655123,2.267430008687365,2.3012993694977406,1.900121202014238,1.7135066788883775,2.1096943888291726,1.4451511203166667,2.314646469661626,2.3146462008844204,2.370659206445233,2.889765328393041,2.4217905505175716,2.698451428471061,0.5783224588648688,3.1608118427593186,2.314646466495682,2.8332825570558677,2.976189854751679,1.6170616387086998,2.729270599006331
1.0,-0.4214214643458418,-0.06223807441476225,-0.09605934299608387,-0.13513918573049172,-0.08707135559317969,-0.012840468320821275,-0.5964229512510604,-0.4825779214729326,-0.3820906529311169,-0.3395935599734435,-0.40915769033437793,-0.4382436082809846,-0.4288978723350203,-0.11777207736782064,-0.05982980977926235,-0.07435884284278413,-0.08724512475326746,-0.07795491581048715,-0.11427688018452535,-0.11427696648014572,-0.4836277074890988,-0.3804372450563079,-0.4889454348606597,-0.08927556473183021,0.2966553462949891,-0.4898717902354243,-0.11427688141724186,-0.5850153131523163,-0.5815252173581694,-0.07730174257747555,-0.49407414770611346
1.0,0.6112278309303059,3.797159903582994,4.2525821998145465,4.764983057401618,1.2638040720157107,1.6781422985138688,0.4559252297744375,0.25727291910395234,0.6669038545703375,1.1679871676805273,1.3834112372914944,0.5875618230667806,0.11331981070530085,3.530386979759394,3.807615050314366,2.200540490569361,0.6848183692161305,1.509348809082777,3.5487396583681132,3.548739296875227,0.4854793886062629,0.6145891410526736,0.5496771847757519,2.6823349034944264,5.57400438129397,0.15052911561556837,3.5487396542199297,-0.422564608332647,-0.189348612179971,1.7312554961496274,-0.18215634763539573
1.0,-0.5395946362479151,1.3324168345208094,1.1855611649435875,0.95511539101218,0.8380508636371784,1.6024171867307926,-0.5093162208948318,-0.5881533141433339,-0.5901096347391644,-0.610441270911623,-0.6098588682830586,-0.5882507057971029,-0.518339507011492,1.0517089705015905,1.337732968124634,0.9904331990014019,0.9880606171642802,0.6269924533122228,1.059966992625909,1.0599668181110027,-0.6469450548746121,-0.6216765820093335,-0.6463517926919267,1.0991895839949222,0.7441868153900835,-0.5383415147302769,1.0599669904585887,-0.6496723100954682,-0.5998476024264636,1.0889655732162913,-0.5403226563264247
1.0,-0.3260715360388156,-0.4029400783440678,-0.409471791858993,-0.35661514798759697,-0.5535752954882299,-0.5930506089189443,-0.11472575102763491,-0.5382583682702834,-0.06537777846847014,-0.01761737086940414,-0.2612112185643006,-0.38768462714976215,-0.4347529477991345,-0.46441155247780785,-0.401242180680587,-0.4975032361846787,-0.48355676540050474,-0.5363276034662856,-0.4623280781613387,-0.4623281383083635,-0.3825631270906011,-0.34613724344994806,-0.37898957451017246,-0.45476407915786016,-0.5451988736844953,-0.5118068631853279,-0.4623280791170344,-0.40838415332125116,-0.25388710848878215,-0.5210591004688768,-0.4556799012759144
1.0,-0.2339216730539012,2.9754512091533845,2.591027313815359,2.589527082980269,1.5028468506385684,2.4523650995596467,-0.4133311682571388,-0.4154182198549801,-0.3948177407343943,-0.3815439372032553,-0.4003519839369978,-0.4152739987976135,-0.4288036346766594,2.3713590253658468,2.9841930853127856,2.808234754533951,0.905805939323698,1.7321071878841976,2.3849914502700824,2.384991176207958,-0.4427564764108092,-0.3424215530739628,-0.42861195887008396,1.9168939456699927,0.7898384226892609,-0.45167669557533613,2.384991447048149,-0.5291017055685224,-0.46684573696054044,2.7577945779820494,-0.3322832666445964
